season,week,celebrity_name,wiki_title,wiki_edits_week,wiki_editors_week,wiki_bytes_net_week,window_start,window_end,status
26,3,Johnny Damon,Johnny Damon,0,0,0,2018-05-14,2018-05-20,OK
26,4,Johnny Damon,Johnny Damon,0,0,0,2018-05-21,2018-05-27,OK
26,1,Josh Norman,Josh Norman,8,4,7,2018-04-30,2018-05-06,OK
26,2,Josh Norman,Josh Norman,0,0,0,2018-05-07,2018-05-13,OK
26,3,Josh Norman,Josh Norman,1,1,0,2018-05-14,2018-05-20,OK
26,4,Josh Norman,Josh Norman,3,2,0,2018-05-21,2018-05-27,OK
26,1,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,55,4,-164,2018-04-30,2018-05-06,OK
26,2,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,0,0,0,2018-05-07,2018-05-13,OK
26,3,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,2,1,-1,2018-05-14,2018-05-20,OK
26,4,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,14,3,7,2018-05-21,2018-05-27,OK
26,1,Mirai Nagasu,Mirai Nagasu,0,0,0,2018-04-30,2018-05-06,OK
26,2,Mirai Nagasu,Mirai Nagasu,0,0,0,2018-05-07,2018-05-13,OK
26,3,Mirai Nagasu,Mirai Nagasu,1,1,0,2018-05-14,2018-05-20,OK
26,4,Mirai Nagasu,Mirai Nagasu,0,0,0,2018-05-21,2018-05-27,OK
26,1,Tonya Harding,Tonya Harding,7,6,1,2018-04-30,2018-05-06,OK
26,2,Tonya Harding,Tonya Harding,4,4,-1,2018-05-07,2018-05-13,OK
26,3,Tonya Harding,Tonya Harding,2,2,-26,2018-05-14,2018-05-20,OK
26,4,Tonya Harding,Tonya Harding,16,10,129,2018-05-21,2018-05-27,OK
27,1,Alexis Ren,Alexis Ren,5,5,-50,2018-09-24,2018-09-30,OK
27,2,Alexis Ren,Alexis Ren,5,4,-225,2018-10-01,2018-10-07,OK
27,3,Alexis Ren,Alexis Ren,6,6,-271,2018-10-08,2018-10-14,OK
27,4,Alexis Ren,Alexis Ren,5,5,-885,2018-10-15,2018-10-21,OK
27,5,Alexis Ren,Alexis Ren,2,1,-10,2018-10-22,2018-10-28,OK
27,6,Alexis Ren,Alexis Ren,0,0,0,2018-10-29,2018-11-04,OK
27,7,Alexis Ren,Alexis Ren,10,7,-334,2018-11-05,2018-11-11,OK
27,8,Alexis Ren,Alexis Ren,7,5,201,2018-11-12,2018-11-18,OK
27,9,Alexis Ren,Alexis Ren,10,7,-79,2018-11-19,2018-11-25,OK
27,1,Bobby Bones,Bobby Bones,3,3,-31,2018-09-24,2018-09-30,OK
27,2,Bobby Bones,Bobby Bones,0,0,0,2018-10-01,2018-10-07,OK
27,3,Bobby Bones,Bobby Bones,2,2,64,2018-10-08,2018-10-14,OK
27,4,Bobby Bones,Bobby Bones,2,2,0,2018-10-15,2018-10-21,OK
27,5,Bobby Bones,Bobby Bones,1,1,0,2018-10-22,2018-10-28,OK
27,6,Bobby Bones,Bobby Bones,0,0,0,2018-10-29,2018-11-04,OK
27,7,Bobby Bones,Bobby Bones,8,4,34,2018-11-05,2018-11-11,OK
27,8,Bobby Bones,Bobby Bones,1,1,0,2018-11-12,2018-11-18,OK
27,9,Bobby Bones,Bobby Bones,50,28,53,2018-11-19,2018-11-25,OK
27,1,Danelle Umstead,Danelle Umstead,3,3,-40,2018-09-24,2018-09-30,OK
27,2,Danelle Umstead,Danelle Umstead,0,0,0,2018-10-01,2018-10-07,OK
27,3,Danelle Umstead,Danelle Umstead,0,0,0,2018-10-08,2018-10-14,OK
27,4,Danelle Umstead,Danelle Umstead,0,0,0,2018-10-15,2018-10-21,OK
27,5,Danelle Umstead,Danelle Umstead,0,0,0,2018-10-22,2018-10-28,OK
27,6,Danelle Umstead,Danelle Umstead,0,0,0,2018-10-29,2018-11-04,OK
27,7,Danelle Umstead,Danelle Umstead,0,0,0,2018-11-05,2018-11-11,OK
27,8,Danelle Umstead,Danelle Umstead,0,0,0,2018-11-12,2018-11-18,OK
27,9,Danelle Umstead,Danelle Umstead,0,0,0,2018-11-19,2018-11-25,OK
27,1,DeMarcus Ware,DeMarcus Ware,3,3,-55,2018-09-24,2018-09-30,OK
27,2,DeMarcus Ware,DeMarcus Ware,1,1,0,2018-10-01,2018-10-07,OK
27,3,DeMarcus Ware,DeMarcus Ware,0,0,0,2018-10-08,2018-10-14,OK
27,4,DeMarcus Ware,DeMarcus Ware,0,0,0,2018-10-15,2018-10-21,OK
27,5,DeMarcus Ware,DeMarcus Ware,0,0,0,2018-10-22,2018-10-28,OK
27,6,DeMarcus Ware,DeMarcus Ware,0,0,0,2018-10-29,2018-11-04,OK
27,7,DeMarcus Ware,DeMarcus Ware,0,0,0,2018-11-05,2018-11-11,OK
27,8,DeMarcus Ware,DeMarcus Ware,0,0,0,2018-11-12,2018-11-18,OK
27,9,DeMarcus Ware,DeMarcus Ware,1,1,0,2018-11-19,2018-11-25,OK
27,1,Evanna Lynch,Evanna Lynch,1,1,0,2018-09-24,2018-09-30,OK
27,2,Evanna Lynch,Evanna Lynch,0,0,0,2018-10-01,2018-10-07,OK
27,3,Evanna Lynch,Evanna Lynch,4,2,-73,2018-10-08,2018-10-14,OK
27,4,Evanna Lynch,Evanna Lynch,0,0,0,2018-10-15,2018-10-21,OK
27,5,Evanna Lynch,Evanna Lynch,0,0,0,2018-10-22,2018-10-28,OK
27,6,Evanna Lynch,Evanna Lynch,0,0,0,2018-10-29,2018-11-04,OK
27,7,Evanna Lynch,Evanna Lynch,2,1,-69,2018-11-05,2018-11-11,OK
27,8,Evanna Lynch,Evanna Lynch,10,3,-89,2018-11-12,2018-11-18,OK
27,9,Evanna Lynch,Evanna Lynch,10,6,440,2018-11-19,2018-11-25,OK
27,1,Joe Amabile,Joe Amabile,0,0,0,2018-09-24,2018-09-30,OK
27,2,Joe Amabile,Joe Amabile,0,0,0,2018-10-01,2018-10-07,OK
27,3,Joe Amabile,Joe Amabile,1,1,0,2018-10-08,2018-10-14,OK
27,4,Joe Amabile,Joe Amabile,0,0,0,2018-10-15,2018-10-21,OK
27,5,Joe Amabile,Joe Amabile,0,0,0,2018-10-22,2018-10-28,OK
27,6,Joe Amabile,Joe Amabile,0,0,0,2018-10-29,2018-11-04,OK
27,7,Joe Amabile,Joe Amabile,0,0,0,2018-11-05,2018-11-11,OK
27,8,Joe Amabile,Joe Amabile,0,0,0,2018-11-12,2018-11-18,OK
27,9,Joe Amabile,Joe Amabile,0,0,0,2018-11-19,2018-11-25,OK
27,1,John Schneider,John Schneider (screen actor),0,0,0,2018-09-24,2018-09-30,OK
27,2,John Schneider,John Schneider (screen actor),0,0,0,2018-10-01,2018-10-07,OK
27,3,John Schneider,John Schneider (screen actor),0,0,0,2018-10-08,2018-10-14,OK
27,4,John Schneider,John Schneider (screen actor),1,1,0,2018-10-15,2018-10-21,OK
27,5,John Schneider,John Schneider (screen actor),1,1,0,2018-10-22,2018-10-28,OK
27,6,John Schneider,John Schneider (screen actor),2,1,-30,2018-10-29,2018-11-04,OK
27,7,John Schneider,John Schneider (screen actor),3,3,1,2018-11-05,2018-11-11,OK
27,8,John Schneider,John Schneider (screen actor),1,1,0,2018-11-12,2018-11-18,OK
27,9,John Schneider,John Schneider (screen actor),0,0,0,2018-11-19,2018-11-25,OK
27,1,Juan Pablo Di Pace,Juan Pablo Di Pace,1,1,0,2018-09-24,2018-09-30,OK
27,2,Juan Pablo Di Pace,Juan Pablo Di Pace,9,2,111,2018-10-01,2018-10-07,OK
27,3,Juan Pablo Di Pace,Juan Pablo Di Pace,4,4,-42,2018-10-08,2018-10-14,OK
27,4,Juan Pablo Di Pace,Juan Pablo Di Pace,0,0,0,2018-10-15,2018-10-21,OK
27,5,Juan Pablo Di Pace,Juan Pablo Di Pace,0,0,0,2018-10-22,2018-10-28,OK
27,6,Juan Pablo Di Pace,Juan Pablo Di Pace,4,3,0,2018-10-29,2018-11-04,OK
27,7,Juan Pablo Di Pace,Juan Pablo Di Pace,1,1,0,2018-11-05,2018-11-11,OK
27,8,Juan Pablo Di Pace,Juan Pablo Di Pace,3,2,-45,2018-11-12,2018-11-18,OK
27,9,Juan Pablo Di Pace,Juan Pablo Di Pace,1,1,0,2018-11-19,2018-11-25,OK
27,1,Mary Lou Retton,Mary Lou Retton,10,5,375,2018-09-24,2018-09-30,OK
27,2,Mary Lou Retton,Mary Lou Retton,0,0,0,2018-10-01,2018-10-07,OK
27,3,Mary Lou Retton,Mary Lou Retton,4,3,-58,2018-10-08,2018-10-14,OK
27,4,Mary Lou Retton,Mary Lou Retton,1,1,0,2018-10-15,2018-10-21,OK
27,5,Mary Lou Retton,Mary Lou Retton,0,0,0,2018-10-22,2018-10-28,OK
27,6,Mary Lou Retton,Mary Lou Retton,5,5,31,2018-10-29,2018-11-04,OK
27,7,Mary Lou Retton,Mary Lou Retton,0,0,0,2018-11-05,2018-11-11,OK
27,8,Mary Lou Retton,Mary Lou Retton,5,5,1,2018-11-12,2018-11-18,OK
27,9,Mary Lou Retton,Mary Lou Retton,0,0,0,2018-11-19,2018-11-25,OK
27,1,Milo Manheim,Milo Manheim,4,3,0,2018-09-24,2018-09-30,OK
27,2,Milo Manheim,Milo Manheim,0,0,0,2018-10-01,2018-10-07,OK
27,3,Milo Manheim,Milo Manheim,3,3,-6,2018-10-08,2018-10-14,OK
27,4,Milo Manheim,Milo Manheim,5,2,90,2018-10-15,2018-10-21,OK
27,5,Milo Manheim,Milo Manheim,0,0,0,2018-10-22,2018-10-28,OK
27,6,Milo Manheim,Milo Manheim,8,6,52,2018-10-29,2018-11-04,OK
27,7,Milo Manheim,Milo Manheim,6,5,-5,2018-11-05,2018-11-11,OK
27,8,Milo Manheim,Milo Manheim,10,7,-52,2018-11-12,2018-11-18,OK
27,9,Milo Manheim,Milo Manheim,24,15,478,2018-11-19,2018-11-25,OK
27,1,Nancy McKeon,Nancy McKeon,2,2,-197,2018-09-24,2018-09-30,OK
27,2,Nancy McKeon,Nancy McKeon,4,2,351,2018-10-01,2018-10-07,OK
27,3,Nancy McKeon,Nancy McKeon,5,2,-3,2018-10-08,2018-10-14,OK
27,4,Nancy McKeon,Nancy McKeon,0,0,0,2018-10-15,2018-10-21,OK
27,5,Nancy McKeon,Nancy McKeon,3,1,-256,2018-10-22,2018-10-28,OK
27,6,Nancy McKeon,Nancy McKeon,2,1,0,2018-10-29,2018-11-04,OK
27,7,Nancy McKeon,Nancy McKeon,0,0,0,2018-11-05,2018-11-11,OK
27,8,Nancy McKeon,Nancy McKeon,0,0,0,2018-11-12,2018-11-18,OK
27,9,Nancy McKeon,Nancy McKeon,1,1,0,2018-11-19,2018-11-25,OK
27,1,Nikki Glaser,Nikki Glaser,2,2,18,2018-09-24,2018-09-30,OK
27,2,Nikki Glaser,Nikki Glaser,2,2,0,2018-10-01,2018-10-07,OK
27,3,Nikki Glaser,Nikki Glaser,3,1,-57,2018-10-08,2018-10-14,OK
27,4,Nikki Glaser,Nikki Glaser,0,0,0,2018-10-15,2018-10-21,OK
27,5,Nikki Glaser,Nikki Glaser,1,1,0,2018-10-22,2018-10-28,OK
27,6,Nikki Glaser,Nikki Glaser,2,1,0,2018-10-29,2018-11-04,OK
27,7,Nikki Glaser,Nikki Glaser,0,0,0,2018-11-05,2018-11-11,OK
27,8,Nikki Glaser,Nikki Glaser,0,0,0,2018-11-12,2018-11-18,OK
27,9,Nikki Glaser,Nikki Glaser,0,0,0,2018-11-19,2018-11-25,OK
27,1,Tinashe,Tinashe,5,2,-3,2018-09-24,2018-09-30,OK
27,2,Tinashe,Tinashe,5,4,-8,2018-10-01,2018-10-07,OK
27,3,Tinashe,Tinashe,0,0,0,2018-10-08,2018-10-14,OK
27,4,Tinashe,Tinashe,16,11,1181,2018-10-15,2018-10-21,OK
27,5,Tinashe,Tinashe,10,5,469,2018-10-22,2018-10-28,OK
27,6,Tinashe,Tinashe,2,2,0,2018-10-29,2018-11-04,OK
27,7,Tinashe,Tinashe,9,5,-48,2018-11-05,2018-11-11,OK
27,8,Tinashe,Tinashe,13,8,-49,2018-11-12,2018-11-18,OK
27,9,Tinashe,Tinashe,5,5,78,2018-11-19,2018-11-25,OK
28,1,Ally Brooke,Ally Brooke,3,3,-25,2019-09-16,2019-09-22,OK
28,2,Ally Brooke,Ally Brooke,8,2,553,2019-09-23,2019-09-29,OK
28,3,Ally Brooke,Ally Brooke,1,1,0,2019-09-30,2019-10-06,OK
28,4,Ally Brooke,Ally Brooke,1,1,0,2019-10-07,2019-10-13,OK
28,5,Ally Brooke,Ally Brooke,0,0,0,2019-10-14,2019-10-20,OK
28,6,Ally Brooke,Ally Brooke,1,1,0,2019-10-21,2019-10-27,OK
28,7,Ally Brooke,Ally Brooke,1,1,0,2019-10-28,2019-11-03,OK
28,8,Ally Brooke,Ally Brooke,4,4,-26,2019-11-04,2019-11-10,OK
28,9,Ally Brooke,Ally Brooke,2,2,48,2019-11-11,2019-11-17,OK
28,10,Ally Brooke,Ally Brooke,4,3,-1,2019-11-18,2019-11-24,OK
28,11,Ally Brooke,Ally Brooke,21,9,-702,2019-11-25,2019-12-01,OK
28,1,Hannah Brown,Hannah Brown,5,4,-16,2019-09-16,2019-09-22,OK
28,2,Hannah Brown,Hannah Brown,1,1,0,2019-09-23,2019-09-29,OK
28,3,Hannah Brown,Hannah Brown,3,3,-164,2019-09-30,2019-10-06,OK
28,4,Hannah Brown,Hannah Brown,3,3,-10,2019-10-07,2019-10-13,OK
28,5,Hannah Brown,Hannah Brown,4,3,83,2019-10-14,2019-10-20,OK
28,6,Hannah Brown,Hannah Brown,0,0,0,2019-10-21,2019-10-27,OK
28,7,Hannah Brown,Hannah Brown,0,0,0,2019-10-28,2019-11-03,OK
28,8,Hannah Brown,Hannah Brown,0,0,0,2019-11-04,2019-11-10,OK
28,9,Hannah Brown,Hannah Brown,1,1,0,2019-11-11,2019-11-17,OK
28,10,Hannah Brown,Hannah Brown,2,1,-418,2019-11-18,2019-11-24,OK
28,11,Hannah Brown,Hannah Brown,19,13,132,2019-11-25,2019-12-01,OK
28,1,James Van Der Beek,James Van Der Beek,4,4,-84,2019-09-16,2019-09-22,OK
28,2,James Van Der Beek,James Van Der Beek,3,2,-7,2019-09-23,2019-09-29,OK
28,3,James Van Der Beek,James Van Der Beek,1,1,0,2019-09-30,2019-10-06,OK
28,4,James Van Der Beek,James Van Der Beek,18,6,-117,2019-10-07,2019-10-13,OK
28,5,James Van Der Beek,James Van Der Beek,0,0,0,2019-10-14,2019-10-20,OK
28,6,James Van Der Beek,James Van Der Beek,0,0,0,2019-10-21,2019-10-27,OK
28,7,James Van Der Beek,James Van Der Beek,0,0,0,2019-10-28,2019-11-03,OK
28,8,James Van Der Beek,James Van Der Beek,0,0,0,2019-11-04,2019-11-10,OK
28,9,James Van Der Beek,James Van Der Beek,0,0,0,2019-11-11,2019-11-17,OK
28,10,James Van Der Beek,James Van Der Beek,12,9,5,2019-11-18,2019-11-24,OK
28,11,James Van Der Beek,James Van Der Beek,2,2,-122,2019-11-25,2019-12-01,OK
28,1,Karamo Brown,Karamo Brown,7,5,24,2019-09-16,2019-09-22,OK
28,2,Karamo Brown,Karamo Brown,9,5,402,2019-09-23,2019-09-29,OK
28,3,Karamo Brown,Karamo Brown,6,4,-1444,2019-09-30,2019-10-06,OK
28,4,Karamo Brown,Karamo Brown,0,0,0,2019-10-07,2019-10-13,OK
28,5,Karamo Brown,Karamo Brown,3,3,316,2019-10-14,2019-10-20,OK
28,6,Karamo Brown,Karamo Brown,5,4,9,2019-10-21,2019-10-27,OK
28,7,Karamo Brown,Karamo Brown,2,2,0,2019-10-28,2019-11-03,OK
28,8,Karamo Brown,Karamo Brown,1,1,0,2019-11-04,2019-11-10,OK
28,9,Karamo Brown,Karamo Brown,2,1,0,2019-11-11,2019-11-17,OK
28,10,Karamo Brown,Karamo Brown,0,0,0,2019-11-18,2019-11-24,OK
28,11,Karamo Brown,Karamo Brown,0,0,0,2019-11-25,2019-12-01,OK
28,1,Kate Flannery,Kate Flannery,3,3,-7,2019-09-16,2019-09-22,OK
28,2,Kate Flannery,Kate Flannery,0,0,0,2019-09-23,2019-09-29,OK
28,3,Kate Flannery,Kate Flannery,0,0,0,2019-09-30,2019-10-06,OK
28,4,Kate Flannery,Kate Flannery,1,1,0,2019-10-07,2019-10-13,OK
28,5,Kate Flannery,Kate Flannery,0,0,0,2019-10-14,2019-10-20,OK
28,6,Kate Flannery,Kate Flannery,1,1,0,2019-10-21,2019-10-27,OK
28,7,Kate Flannery,Kate Flannery,1,1,0,2019-10-28,2019-11-03,OK
28,8,Kate Flannery,Kate Flannery,7,5,-37,2019-11-04,2019-11-10,OK
28,9,Kate Flannery,Kate Flannery,2,2,193,2019-11-11,2019-11-17,OK
28,10,Kate Flannery,Kate Flannery,2,2,0,2019-11-18,2019-11-24,OK
28,11,Kate Flannery,Kate Flannery,3,2,2,2019-11-25,2019-12-01,OK
28,1,Kel Mitchell,Kel Mitchell,6,4,-54,2019-09-16,2019-09-22,OK
28,2,Kel Mitchell,Kel Mitchell,4,3,-320,2019-09-23,2019-09-29,OK
28,3,Kel Mitchell,Kel Mitchell,2,2,32,2019-09-30,2019-10-06,OK
28,4,Kel Mitchell,Kel Mitchell,4,2,-1,2019-10-07,2019-10-13,OK
28,5,Kel Mitchell,Kel Mitchell,3,2,-73,2019-10-14,2019-10-20,OK
28,6,Kel Mitchell,Kel Mitchell,3,3,-37,2019-10-21,2019-10-27,OK
28,7,Kel Mitchell,Kel Mitchell,2,2,24,2019-10-28,2019-11-03,OK
28,8,Kel Mitchell,Kel Mitchell,2,2,23,2019-11-04,2019-11-10,OK
28,9,Kel Mitchell,Kel Mitchell,1,1,0,2019-11-11,2019-11-17,OK
28,10,Kel Mitchell,Kel Mitchell,11,5,-3061,2019-11-18,2019-11-24,OK
28,11,Kel Mitchell,Kel Mitchell,7,5,-167,2019-11-25,2019-12-01,OK
28,1,Lamar Odom,Lamar Odom,34,2,43,2019-09-16,2019-09-22,OK
28,2,Lamar Odom,Lamar Odom,2,2,-1,2019-09-23,2019-09-29,OK
28,3,Lamar Odom,Lamar Odom,0,0,0,2019-09-30,2019-10-06,OK
28,4,Lamar Odom,Lamar Odom,0,0,0,2019-10-07,2019-10-13,OK
28,5,Lamar Odom,Lamar Odom,0,0,0,2019-10-14,2019-10-20,OK
28,6,Lamar Odom,Lamar Odom,0,0,0,2019-10-21,2019-10-27,OK
28,7,Lamar Odom,Lamar Odom,1,1,0,2019-10-28,2019-11-03,OK
28,8,Lamar Odom,Lamar Odom,3,3,-25,2019-11-04,2019-11-10,OK
28,9,Lamar Odom,Lamar Odom,1,1,0,2019-11-11,2019-11-17,OK
28,10,Lamar Odom,Lamar Odom,0,0,0,2019-11-18,2019-11-24,OK
28,11,Lamar Odom,Lamar Odom,0,0,0,2019-11-25,2019-12-01,OK
28,1,Lauren Alaina,Lauren Alaina,21,6,-802,2019-09-16,2019-09-22,OK
28,2,Lauren Alaina,Lauren Alaina,2,2,0,2019-09-23,2019-09-29,OK
28,3,Lauren Alaina,Lauren Alaina,2,2,0,2019-09-30,2019-10-06,OK
28,4,Lauren Alaina,Lauren Alaina,4,4,-1,2019-10-07,2019-10-13,OK
28,5,Lauren Alaina,Lauren Alaina,0,0,0,2019-10-14,2019-10-20,OK
28,6,Lauren Alaina,Lauren Alaina,4,2,159,2019-10-21,2019-10-27,OK
28,7,Lauren Alaina,Lauren Alaina,3,3,0,2019-10-28,2019-11-03,OK
28,8,Lauren Alaina,Lauren Alaina,5,4,-90,2019-11-04,2019-11-10,OK
28,9,Lauren Alaina,Lauren Alaina,0,0,0,2019-11-11,2019-11-17,OK
28,10,Lauren Alaina,Lauren Alaina,7,1,-7,2019-11-18,2019-11-24,OK
28,11,Lauren Alaina,Lauren Alaina,4,2,359,2019-11-25,2019-12-01,OK
28,1,Mary Wilson,Mary Wilson (singer),0,0,0,2019-09-16,2019-09-22,OK
28,2,Mary Wilson,Mary Wilson (singer),2,2,0,2019-09-23,2019-09-29,OK
28,3,Mary Wilson,Mary Wilson (singer),0,0,0,2019-09-30,2019-10-06,OK
28,4,Mary Wilson,Mary Wilson (singer),0,0,0,2019-10-07,2019-10-13,OK
28,5,Mary Wilson,Mary Wilson (singer),1,1,0,2019-10-14,2019-10-20,OK
28,6,Mary Wilson,Mary Wilson (singer),0,0,0,2019-10-21,2019-10-27,OK
28,7,Mary Wilson,Mary Wilson (singer),0,0,0,2019-10-28,2019-11-03,OK
28,8,Mary Wilson,Mary Wilson (singer),0,0,0,2019-11-04,2019-11-10,OK
28,9,Mary Wilson,Mary Wilson (singer),0,0,0,2019-11-11,2019-11-17,OK
28,10,Mary Wilson,Mary Wilson (singer),0,0,0,2019-11-18,2019-11-24,OK
28,11,Mary Wilson,Mary Wilson (singer),0,0,0,2019-11-25,2019-12-01,OK
28,1,Ray Lewis,Ray Lewis,3,3,-5,2019-09-16,2019-09-22,OK
28,2,Ray Lewis,Ray Lewis,0,0,0,2019-09-23,2019-09-29,OK
28,3,Ray Lewis,Ray Lewis,2,2,0,2019-09-30,2019-10-06,OK
28,4,Ray Lewis,Ray Lewis,0,0,0,2019-10-07,2019-10-13,OK
28,5,Ray Lewis,Ray Lewis,5,1,87,2019-10-14,2019-10-20,OK
28,6,Ray Lewis,Ray Lewis,0,0,0,2019-10-21,2019-10-27,OK
28,7,Ray Lewis,Ray Lewis,0,0,0,2019-10-28,2019-11-03,OK
28,8,Ray Lewis,Ray Lewis,0,0,0,2019-11-04,2019-11-10,OK
28,9,Ray Lewis,Ray Lewis,0,0,0,2019-11-11,2019-11-17,OK
28,10,Ray Lewis,Ray Lewis,0,0,0,2019-11-18,2019-11-24,OK
28,11,Ray Lewis,Ray Lewis,1,1,0,2019-11-25,2019-12-01,OK
28,1,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-09-16,2019-09-22,OK
28,2,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-09-23,2019-09-29,OK
28,3,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-09-30,2019-10-06,OK
28,4,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-10-07,2019-10-13,OK
28,5,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-10-14,2019-10-20,OK
28,6,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-10-21,2019-10-27,OK
28,7,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-10-28,2019-11-03,OK
28,8,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-11-04,2019-11-10,OK
28,9,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-11-11,2019-11-17,OK
28,10,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-11-18,2019-11-24,OK
28,11,Sailor Brinkley-Cook,Sailor Brinkley Cook,0,0,0,2019-11-25,2019-12-01,OK
28,1,Sean Spicer,Sean Spicer,12,2,267,2019-09-16,2019-09-22,OK
28,2,Sean Spicer,Sean Spicer,5,3,309,2019-09-23,2019-09-29,OK
28,3,Sean Spicer,Sean Spicer,0,0,0,2019-09-30,2019-10-06,OK
28,4,Sean Spicer,Sean Spicer,0,0,0,2019-10-07,2019-10-13,OK
28,5,Sean Spicer,Sean Spicer,0,0,0,2019-10-14,2019-10-20,OK
28,6,Sean Spicer,Sean Spicer,0,0,0,2019-10-21,2019-10-27,OK
28,7,Sean Spicer,Sean Spicer,0,0,0,2019-10-28,2019-11-03,OK
28,8,Sean Spicer,Sean Spicer,0,0,0,2019-11-04,2019-11-10,OK
28,9,Sean Spicer,Sean Spicer,1,1,0,2019-11-11,2019-11-17,OK
28,10,Sean Spicer,Sean Spicer,0,0,0,2019-11-18,2019-11-24,OK
28,11,Sean Spicer,Sean Spicer,0,0,0,2019-11-25,2019-12-01,OK
29,1,AJ McLean,AJ McLean,2,1,537,2020-09-14,2020-09-20,OK
29,2,AJ McLean,AJ McLean,2,1,2,2020-09-21,2020-09-27,OK
29,3,AJ McLean,AJ McLean,4,3,-1,2020-09-28,2020-10-04,OK
29,4,AJ McLean,AJ McLean,1,1,0,2020-10-05,2020-10-11,OK
29,5,AJ McLean,AJ McLean,3,3,295,2020-10-12,2020-10-18,OK
29,6,AJ McLean,AJ McLean,0,0,0,2020-10-19,2020-10-25,OK
29,7,AJ McLean,AJ McLean,0,0,0,2020-10-26,2020-11-01,OK
29,8,AJ McLean,AJ McLean,5,3,-20,2020-11-02,2020-11-08,OK
29,9,AJ McLean,AJ McLean,0,0,0,2020-11-09,2020-11-15,OK
29,10,AJ McLean,AJ McLean,2,2,0,2020-11-16,2020-11-22,OK
29,11,AJ McLean,AJ McLean,5,4,4,2020-11-23,2020-11-29,OK
29,1,Anne Heche,Anne Heche,4,4,-154,2020-09-14,2020-09-20,OK
29,2,Anne Heche,Anne Heche,4,4,0,2020-09-21,2020-09-27,OK
29,3,Anne Heche,Anne Heche,0,0,0,2020-09-28,2020-10-04,OK
29,4,Anne Heche,Anne Heche,4,3,19,2020-10-05,2020-10-11,OK
29,5,Anne Heche,Anne Heche,1,1,0,2020-10-12,2020-10-18,OK
29,6,Anne Heche,Anne Heche,1,1,0,2020-10-19,2020-10-25,OK
29,7,Anne Heche,Anne Heche,1,1,0,2020-10-26,2020-11-01,OK
29,8,Anne Heche,Anne Heche,1,1,0,2020-11-02,2020-11-08,OK
29,9,Anne Heche,Anne Heche,0,0,0,2020-11-09,2020-11-15,OK
29,10,Anne Heche,Anne Heche,0,0,0,2020-11-16,2020-11-22,OK
29,11,Anne Heche,Anne Heche,4,3,26,2020-11-23,2020-11-29,OK
29,1,Carole Baskin,Carole Baskin,11,5,337,2020-09-14,2020-09-20,OK
29,2,Carole Baskin,Carole Baskin,3,2,959,2020-09-21,2020-09-27,OK
29,3,Carole Baskin,Carole Baskin,4,4,-21,2020-09-28,2020-10-04,OK
29,4,Carole Baskin,Carole Baskin,3,3,-10,2020-10-05,2020-10-11,OK
29,5,Carole Baskin,Carole Baskin,13,8,4,2020-10-12,2020-10-18,OK
29,6,Carole Baskin,Carole Baskin,11,8,12,2020-10-19,2020-10-25,OK
29,7,Carole Baskin,Carole Baskin,8,5,4,2020-10-26,2020-11-01,OK
29,8,Carole Baskin,Carole Baskin,5,5,163,2020-11-02,2020-11-08,OK
29,9,Carole Baskin,Carole Baskin,4,4,-5187,2020-11-09,2020-11-15,OK
29,10,Carole Baskin,Carole Baskin,5,3,14,2020-11-16,2020-11-22,OK
29,11,Carole Baskin,Carole Baskin,3,3,0,2020-11-23,2020-11-29,OK
29,1,Charles Oakley,Charles Oakley,1,1,0,2020-09-14,2020-09-20,OK
29,2,Charles Oakley,Charles Oakley,0,0,0,2020-09-21,2020-09-27,OK
29,3,Charles Oakley,Charles Oakley,2,1,686,2020-09-28,2020-10-04,OK
29,4,Charles Oakley,Charles Oakley,0,0,0,2020-10-05,2020-10-11,OK
29,5,Charles Oakley,Charles Oakley,1,1,0,2020-10-12,2020-10-18,OK
29,6,Charles Oakley,Charles Oakley,2,2,54,2020-10-19,2020-10-25,OK
29,7,Charles Oakley,Charles Oakley,0,0,0,2020-10-26,2020-11-01,OK
29,8,Charles Oakley,Charles Oakley,0,0,0,2020-11-02,2020-11-08,OK
29,9,Charles Oakley,Charles Oakley,0,0,0,2020-11-09,2020-11-15,OK
29,10,Charles Oakley,Charles Oakley,0,0,0,2020-11-16,2020-11-22,OK
29,11,Charles Oakley,Charles Oakley,0,0,0,2020-11-23,2020-11-29,OK
29,1,Chrishell Stause,Chrishell Stause,5,5,4,2020-09-14,2020-09-20,OK
